Price,daily_return,volume_change,high_low_range,daily_return_zscore,volume_change_zscore
2024-07-15,0.0028262026252154,-0.0215686380490125,0.0092951496337771,-0.0536081916732323,0.0249284397192294
2024-07-16,0.0063893754987431,0.1163633450905545,0.0054353242651367,0.5713049675393533,0.3793283437186874
2024-07-17,-0.0139275432419937,0.0506437789477851,0.0067469037238372,-2.0841911076269475,0.029238214388982
2024-07-18,-0.0078164039369225,-0.0562681769478035,0.0165205294271847,-1.0242922169538695,-0.7642957673530798
2024-07-19,-0.0071402655319269,-0.0616193097459519,0.0109986393600675,-0.7692165369056648,-0.8986177455355254
2024-07-22,0.0107920356494095,-0.1024818046200443,0.0074732365703316,1.2521427697456238,-1.169740220417855
2024-07-23,-0.0015581025897707,0.0370439502485793,0.0062043888400344,-0.1388937278873977,0.2604591910711998
2024-07-24,-0.0231490937547349,0.1272323660580365,0.0162473032946763,-1.864298281906528,1.0266452452916732
2024-07-25,-0.0051426202378422,0.1638732242653116,0.0186682578750231,-0.1767298298983158,1.536936486589269
2024-07-26,0.0110904687028463,-0.207605637483341,0.0106099815555983,1.263110913220738,-1.8272247646697632
