index,subsequence_idx,score,start_date,end_date
21,21,3.5571819814141508,2024-06-11,2024-06-13
26,26,2.5904321564200847,2024-06-28,2024-07-02
43,43,2.573957647552814,2024-09-06,2024-09-10
77,77,3.711427501929967,2025-01-22,2025-01-24
78,78,2.5880870227313855,2025-01-27,2025-01-29
109,109,3.0644513964137374,2023-06-09,2023-06-13
110,110,1.9144021741343393,2023-06-14,2023-06-16
132,132,4.068242739572333,2023-09-11,2023-09-13
155,155,5.680709386632399,2023-12-08,2023-12-12
178,178,3.7536609292912804,2024-03-12,2024-03-14
